Estonian word,Slovak word
tõkend,preventívne opatrenie
tõkestama,predchádzať
tõkestamine,prevencia
tõkestatud,upchatý
tõkestav,blokovanie
tõkestus,uplatnením právnych prekážok
tõket ületama,prekročiť bariéru
tõkkejooks,prekážkový beh
tõkkejooksja,prekážkový bežec
tõld,pravda
tõlge,preklad
tõlgendama,interpretovať
tõlgendus,interpretácia
tõlgitav,preložiteľný
tõlk,tlmočník
tõlkelaen,pôžička na preklad
tõlkima,preložiť
tõlkimine,preklad
tõllassepp,rezbár
tõmbama,ťahať
tõmbe-,ťahu
tõmblema,škubnutí
tõmblukk,zips
tõmblukku sulgema,zatvorte zips
tõmblus,trhnutie
tõmbus,ťahať
tõmmata laskma,vytiahni let
tõmmatud,ťahané
tõmme,ťahať
tõmmu,trochu
tõotama,sľúbiť
tõotus,prísaha
tõpralik isik,divný človek
tõre,nevrlý
tõredalt,nevrlo
tõrge,zlyhanie
tõrges,spurný
tõrjevahend,odpudzujúci
tõrjuma,odraziť
tõrjumine,výtlak
tõrjuv,odpudzujúci
tõrkuma,nepočúvnuť
tõrkuv,neochotný
tõrres kääritama,fermentovať v sude
tõrs,kaďa
tõru,Toru
tõrv,decht
tõrvama,černieť
tõrvane,dechtový
tõrvik,pochodeň
tõsiasi,realita
tõsidus,prísnosť
tõsielumaterjal,materiál v skutočnom živote
tõsimeeli,seriózne
tõsimeelne,seriózne
tõsine,vážny
tõsine roll,vážna úloha
tõsiselt,vážne
tõsiseltvõetavus,vážnosť
tõsiusklik,pravý veriaci
tõstatama,zvýšiť
tõstealus,palety
tõstemehhanism,zdvíhací mechanizmus
tõstesild,zdvíhacia náprava
tõstetud,predstavoval
tõstma,vychovávať
tõstmine,zdvíhanie
tõstuk,výťah
tõtlikult,tõtlikult
tõtt väänama,skrútiť pravdu
tõtt öeldes,pravdu
tõttama,poponáhľajte sa
tõttamata,pričom čas
tõttarmastav,pravda milujúci
tõttu,kvôli tomu
tõu-,rodokmeň
tõuaretaja,chovateľ
tõuaretus,chov
tõug,plemeno
tõuge,tlačiť
tõuk,červ
tõukama,tlačiť
tõukejõud,ťah
tõukeratas,kolobežka
tõukur,posunovač
tõus,stúpať
tõusev,stúpajúca
tõusis,ruže
tõusma,vstať
tõusnud,zvýšená
tõusukõrgvesi,vysoká voda
tõusulaine,prílivová vlna
tõusuvesi,príliv
tõusvalt arenema,vzostupne vyvíjať
tõuvärk,chovateľské potreby
tögama,spustiť
tögamine,škádlení
tögav,tögav
tögavalt,tögavalt
töinama,töinama
tökat,breza tar
tömp,tupý
töntsakas,podsaditý
törts,civilné
töö,pracovný
töö lõpetamine,ukončenie práce
töö tase,úroveň práce
töö-,práce
tööaeg,pracovný čas
tööandja,zamestnávateľ
tööd omav,mať prácu
tööd põlgav,opovrhnutiahodná práca
tööd rügama,drina
töödejuhataja,predák
töödeldud,spracované
tööjaam,pracovné stanice
tööjõud,pracovná sila
töökaaslane,spolupracovník
töökalt,tvrdo pracujeme
töökas,pracovitý
töökoda,dielňa
töökoht,zamestnania
töökorda seadma,uvedené do prevádzky
töökorras,v funkčnom stave
töökorras olek,pracovný stav
töökõlbmatu,nezamestnaný
töölaul,pracovná pieseň
tööle hakkama,do práce
tööle ja tagasi sõitja,a pracovné jazdec
tööle panema,do práce
tööle võtma,do práce
tööle võtmine,nábor
tööle võtmiseks sobiv,vhodné na nábor
töölesundija,zadávateľ úloh
töölesuunamine,smenu
tööline,robotník
töölisklass,robotnícka trieda
töölissalk,töölissalk
tööluus,v práci
töömees,robotník
tööori,pracovný čas
tööots,hľadanie zamestnania
tööpuudus,nezamestnanosť
tööpäev,pracovný deň
tööpõlgus,štítící sa práce
tööriist,náradie
tööriistavöö,opasok na náradie
töörügaja,robotník
töörügamine,štep
tööseminar,dielňa
töösipelgas,pracovný mravec
töössesüvenemine,prehĺbenie práce
tööstur,priemyselník
tööstus,priemysel
tööstus-,priemyselný
tööstuslik,priemyselný
tööstuslikult,priemyselne
töösuhe,pracovnoprávny vzťah
töötaja,zamestnanec
töötajad,personál
töötamise aeg,pracovný čas
töötamisviis,spôsob práce
töötav,pracovný
töötlema,proces
töötlemine,spracovanie
töötlus,liečba
töötu,nezamestnaný
töötuba,dielňa
töötus,nezamestnanosť
töövihik,cvičebnice
töövõime,schopnosť pracovať
töövõimetus,práceneschopnosť
töövõtja,dodávateľ
töövõtt,stretnutiu
tööülesanne,úloha
tüdimus,nuda
tüdinud,unavený
tüdruk,dievča
tüdruksõber,priateľka
tühi,prázdny
tühi jutt,prázdna prednáška
tühi koht,prázdny priestor
tühi loba,prázdne prázdne
tühi sõnamulin,prázdne slovo bublina
tühi-,chudosť
tühi-tähi,prázdny list
tühiasi,drobnosti
tühiaskeldus,tühiaskeldus
tühijutt,prázdna prednáška
tühik,priestor
tühikuklahv,medzerník
tühikäigul,nečinný
tühikäik,neutrálne
tühimik,medzera
tühine,bezvýznamný
tühiseis,prázdny stav
tühiseks kuulutama,vyhlásiť za neplatné
tühiseks muutma,void zmena
tühiseks pidama,byť zanedbateľný
tühistama,zrušenie
tühistamatu,neodvolateľný
tühistamine,zrušenie
tühistatav,odvolateľný
tühistatud,zrušený
tühistav dokument,zrušenie dokumentu
tühistus,zrušenie
tühisus,zbytočnosť
tühja,prázdny
tühja kõhuga,na lačný žalúdok
tühja lehte vahele panema,prázdna stránka
tühja tööd tegema,prázdna práca
tühjaks laadima,vyložiť
tühjaks laadimata,vybitie
tühjaks laadimine,vybíjanie
tühjaks laetud,vyloženie
tühjaks minema,blank out
tühjaks tegema,vypratať
tühjakslaadimine,vybíjanie
tühjendama,vypratať
tühjendamine,výtok
tühjendusmüük,výpredaj
tühjenema,prázdny
tühjus,prázdnota
tükeldama,balíček
tükeldamine,delenie
tükeldatav,rezať
tükikaupa müüma,kúsok po kúsku
tükike,bit
tükiline,hrudkovitý
tükitöö,kusová práca
tükk,kus
tükkhaaval,kúsok po kúsku
tükkideks rebima,roztrhať sa na kúsky
tükksuhkur,kusový cukor
tülgastav,odporný
tülgastus,znechutiť
tülgastust tekitama,znechutiť
tüli,riadok
tüli tegema,hádať sa
tülikas,obtiažny
tülin,obťažovať
tülinorimine,šikanovaných
tülitama,obťažovať
tülitamine,obťažovanie
tüliõun,jablko sváru
tüll,tyl
tülli minema,odísť z cesty
tülpimus,únava
tülpuma,tülpuma
tümitama,zmäkčiť
tümool,tymol
tümpsumine,pulzujúca
tümpsuv,biť
tüng,naliehať
tünn,sud
tünnilaud,valcový stôl
tüpiseerima,znázorniť
tüpograaf,typograf
tüpograafia,typografie
tüpograafiline,typografické
tüpoloogia,typológia
türa,čurák
türanlik,tyranský
türann,tyran
türannia,tyranie
türanniseerima,tyranizovať
türgi,Turecko
türgi keel,turecký
türgi mõõk,Turecký meč
türgi uba,Turecká fazuľa
türkiis,tyrkysový
türklane,Turek
türkmeeni keel,Turkménsky jazyk
türm,kriminál
türp,kombinéza
tüse,urastený
tüsistus,komplikácie
tüssama,oklamať
tüssamine,podvod
tüssatu,trik
tütar,dcéra
tütar-,dcérsky
tütarlaps,dievča
tütarlapselik,dievčenské
tütrelik,dcéra
tütrepoeg,vnuk
tütretütar,vnučka
tüvi,kmeň
tüvi-,stonka
tüvik,peň
tüü,jadrový
tüübel,hmoždinky
tüügas,peň
tüüne,pokojný
tüüp,typ
tüüp-,standard
tüüpiline,typický
tüüpiliselt,typicky
tüür,kormidlo
tüürima,kormidlovať
tüürimees,cyklista
tüürpoord,pravý bok lode
tüütama,otravovať
tüütu,zdĺhavý
tüütu kohustus,nepríjemný záväzok
tüütu tüüp,nepríjemný typ
tüütus,tediousness
tšaadlane,tšaadlane
tšarter,charta
tšarter-,charta
tšartism,chartismus
tšehh,český
tšehhi,česká republika
tšehhi keel,český
tšekk,skontrolovať
tšellist,cellista
tšello,cello
tšellomängija,hráč na violončelo
tšempion,víťaz
tšerkoopia-pöördpea,otočná hlava na cypry
tšiili,Čile
tšiillane,čílsky
tšintšilja,činčila
tšitšeroone,v chitcheroone
uba,fazuľa
udar,vemeno
udemeline,našuchorený
udu,hmla
udujutt,hmlová reč
udune,hmlistý
udusammas,stĺpec Mist
uduseks tegema,opar
uduseks tõmbumine,atrakcií rozostřují
udusuled,nadol
uduvihm,mrholenie
uduvihma sadama,mrholný prístav
uelsi keel,waleský
uelslane,uelslane
uelslanna,uelslanna
ugandalane,uganda
uhe,jediného
uhiuus,úplne nový
uhke,hrdý
uhke olema,byť hrdý
uhke rivi,nádherná línia
uhkeldama,predviesť sa
uhkeldamine,predviesť sa
uhkeldav,nápadný
uhkeldus,uško
uhkelt,pyšne
uhkelt riietuma,hrdo sa obliekajte
uhkus,pýcha
uhkusega näitama,ukázať s hrdosťou
uhkustaja,hrdí
uhkustama,byť hrdý
uhmer,nárazník
uhmrinui,pre maltu
uhteorg,uhteorg
uhtma,prúd
uhtuma,umyť
uhtumine,umývanie
uim,plutva
uimane,závraty
uimastatud,ohromený
uimastav,opojný
uimasti,liek
uimastisõltuvus,drogová závislosť
uimastit andma,dodávka liek
uimerdama,uimerdama
uinak,zdriemnutie
uinuma,zaspať
uinunud,zaspať
uinunud olek,spiace stave
uinutav,ospalý
uinuti,zaspať
uinutus-,uinutus-
uinuv,spacie
uisapäisa,unáhlene
uisapäisa tehtud,skromný hotový
uisk,korčule
uisusaabas,korčule
uisustaadion,klzisko
uisutaja,korčuliar
uisutama,korčule
uit-,uit-
uitama,putovať
uitav,potulný
uitlemine,predviesť sa
uitlev,tulák
uitmõte,nápad
uje,plachý
ujedalt,placho
ujedus,plachosť
ujuja,plavec
ujuk,plavák
ujukomatehe,plávajúce čajovňa
ujula,plavecký bazén
ujuma,plávať
ujumine,plávanie
ujumiskostüüm,plavky
ujumislest,ujumislest
ujumisriided,plavky
ujupuu,ujupuu
ujutama,plávanie
ujuv,plávajúce
ujuvile,na vode
ujuvus,vztlak
ukaas,UKAS
ukerdama,ukerdama
ukraina keel,ukrajinský
ukrainlane,ukrajinský
uks,dvere
ukseava,vchod
uksehoidja,vrátnik
uksekell,domový zvonček
ukselink,kľučka dverí
ukselt uksele,od dverí k dverám
uksenupp,kľučka
uksepealistus,obloženie dverí
uksepealne,nad dverami
ukseraam,rám dverí
ukseraami küljed,bočné rámy dverí
uksesilm,oko dverí
ukulele,hudobný nástroj
ulakalt,ulakalt
ulakus,ulakus
ulatama,osloviť
ulatuma,predĺžiť
ulatus,rozsah
ulatuses,rozsah
ulatuslik,rozsiahly
ulatuslikult,rozsiahlo
ulatuvus,krytie
ulg,vytie
ulguma,vytie
ulgumeri,oceán
ulgumine,skučanie
uljas,galantný
uljaspea,statočná hlava
uljaspäisus,uljaspäisus
uljus,smelý
uljustamine,uljustamine
ullike,oklamať
ulme,sci-fi
ulpiv,plávajúce
ultimaatum,ultimatum
ultraheli,ultrazvuk
ultramariin,ultramarínová
ultraviolett,ultrafialový
uluk,hra
ulukid,hra
ulukiliha,mäso zo zveriny
uluma,uluma
umbes,o
umbisikuline,neosobné
umbkaudne,hrubý
umbkaudne hinnang,približné hodnotenie
umbkaudu,hrubo
umbmäärane,vágne
umbne,upchatý
umbra,žltohnedý
umbrohi,burinu
umbrohune,neduživý
umbropsu,nesystematické
umbtänav,drsná ulica
umbusaldama,nedôvera
umbusk,nedôverčivosť
umbusklik,nedôverčivý
ummik,slepá ulička
ummiklainetus,prima
ummikseis,zablokovanie
ummistama,zostať nahor
ummistav,obliterans
ummistuma,drevák
ummistunud,preplnený
ummistus,džem
unaarne,unárne
unarusse jätma,zanedbanie
und nägema,spať
und tekitav,spánok vyvolávajúce
undama,trubec
undav,undav
undulatsioon,undulatsioon
unelaul,spánková pieseň
unelm,snívať
unelmate,sny
unenägu,snívať
uneskõndija,uneskõndija
unetu,bezsenný
unetus,nespavosť
ungari,maďarsko
ungari keel,maďarský
ungarlane,maďarský
uni,spánok
unifitseerima,zjednotiť
unifitseeritud,zjednotený
unihiir,myš na spanie
unikaalne,jedinečný
unikaalselt,jedinečne
unikaalsus,jedinečnosť
unimüts,spacia čiapka
unine,ospalý
unine olema,byť ospalý
uniselt,ospalo
unistaja,rojko
unistama,snívať
unistav,zasnený
unistus,snívať
unisus,ospalosť
universaal,kombi
universaal-,univerzálne
universaalkauplus,obchodný dom
universaalne,univerzálne
universum,vesmír
unts,unca
untsiaalkiri,spoločenský list
untsu minema,unca odísť
unustama,zabudnúť
unustama panema,zabudni na to
unustamatu,nezabudnuteľný
unustatud,zabudnutý
unustav,nedbalý
unustus,zábudlivosť
upitama,zosilnenie
uppuma,utopiť
uppumatu,nepotopiteľný
uppunud,zapadnutý
upsakalt,povýšene
upsakas,nafúkaný
upsakus,povýšenosť
uputama,zaplaviť
uputus,povodeň
uraan,urán
uratama,zachrochtání
urb,mačička
urbaniseerumine,urbanizácia
urg,dúpä
urgas,dúpä
urgitsema,šťourat
uriin,moč
urin,vrčanie
urineerima,močiť
urineerimine,močenie
uriseja,zachrochtání
urisema,zavrčanie
urn,urna
uroloog,urológ
uroloogia,urológia
uroloogiline,urologické
urson,North American dikobraz
uruguailane,Uruguaj
uruhiir,organická myš
usaldama,dôvera
usaldamatus,diskreditovať
usaldamatust tekitama,spôsobiť nedôveru
usaldatav,spoľahlivý
usaldatavuskontroll,povinná starostlivosť
usaldav,dôverčivý
usaldus,dôvera
usaldus-,spoľahlivý
usaldusalune,dôverník
usalduse petmine,zrada dôvery
usaldusisik,poručník
usaldusmees,správca
usaldust panema,nádej
usaldusteenus,dôverná služba
usaldusväärne,spoľahlivý
usaldusväärselt,spoľahlivo
usaldusväärsus,dôveryhodnosť
usaldusühing,komanditné partnerstvo
usbeki keel,Uzbecký jazyk
usbekk,Uzbek
usin,pracovitý
usinalt,usilovne
usinalt tegelema,usilovne pracuj
usinus,usilovnosť
usjas,usjas
usk,viera
usklik,veriaci
usklikkus,zbožnosť
usklikud,veriaci
uskmatu,neverný
uskmatu Toomas,neuveriteľný Thomas
uskmatult,neveriaci
usku pöörama,previesť
usku pööramata,bez konverzie viery
uskuma,uveriť
uskumatu,neuveriteľný
uskumatult,neuveriteľne
uskumatus,neviera
uskumus,viera
uss,červ
ussitaoline,červovitý
ussitav,červotočivý
ust lukku lööma,zamknúť dvere
ustav,verný
ustav poolehoidja,verný podporovateľ
ustavalt,verne
ustavus,vernosť
usufanatism,náboženské náboženstvo
usukaotus,strata náboženstva
usulahk,sekta
usulahu-,usulahu-
usuline,cirkevné
usund,náboženstvo
usurpeerima,uchvátiť
ususalgaja,začiatočník náboženstva
ususalgamine,začatie náboženstva
usust taganeja,odpadnutie
usust taganemine,odpadnutie
usutaganeja,odpadlík
usutamatu,usutamatu
usutav,uveriteľný
usutavalt,vierohodne
usutavus,dôveryhodnosť
usutunnistus,krédo
usuvahetaja,náboženský konvertovať
utoopia,utópia
utoopiline,utopické
utsitaja,podporca
utsitama,blázon
utt,ovce
uttu tõmbama,hmla pull
uudis,novinka
uudised,správy
uudiseid vahetama,vymieňať si správy
uudisese,novinka
uudishimu,zvedavosť
uudishimulik,zvedavý
uudishimulikkus,všetečnosti
uudishimulikult,zvedavo
uudiskeelend,uudiskeelend
uudissõna,neologizmus
uudistaja,reformátor
uudne,nový
uudsus,novinka
uuend-,nový
uuendama,aktualizovať
uuendamine,aktualizácie
uuendatav,obnoviteľný
uuendatud,aktualizovať
uuendus,inovácie
uuenduslik,inovačné
uuendusmeelne,inovačné
uuenduste vastane,proti inovácii
uuenema,znovu
uuesti,znovu
uuesti alustama,začať znova
uuesti alustamine,reštart
uuesti avama,znovu otvoriť
uuesti defineerima,predefinovať
uuesti installeerima,preinštalovať
uuesti ja uuesti,znova a znova
uuesti kasutatav,na opakované použitie
uuesti kasutusse võtma,opäť uvedený do užívania
uuesti käiku laskma,začať znova
uuesti looma,znovu vytvoriť
uuesti lugemine,znovu prečítať
uuesti läbi elama,znovu žiť
uuesti läbi vaatama,preskúmanie
uuesti läbivaatamine,preskúmanie
uuesti moodustama,re-tvárnenie
uuesti proovima,skúste to znova
uuesti sadulasse istuma,sadnite si do sedla
uuesti tegema,urob to znova
uuesti trükkima,pretlač
uuesti täitma,náhradná náplň
uuesti välja andma,re-vydanie
uuesti väljajagamine,znovu zdieľanie
uuesti üles ehitama,prestavať
uuesti-,re-
uuestisünd,oživenie
uuestisündinud,znovuzrodený
uuk,vertikálne okno
uure,drážka
uurea,močovina
uurija,výskumník
uurikett,výskumný reťazec
uurima,preskúmať
uurimine,prieskum
uurimis-,výskum
uurimisretk,výskumná expedícia
uurimistöö,výskum
uurimus,študovať
uuring,prehľad
uuristatud,vytesané do
uuristus,fiasko
uuritasku,študijné vrecko
uurits,uurits
uuriv,prieskumný
uus,nový
uus läbivaatus,nová recenzia
uusrikas,nový bohatý
uustrükk,reprint
uustulnuk,študent prvého ročníka
uustöötlus,prepracovať
uutmoodi,novým spôsobom
uvulaar,uvular zvuk
vaadatav,viditeľná
vaade,vyhliadka
vaadeldav,pozorovateľný
vaadet segama,bráni pohľadu
vaagen,tanier
vaagima,zvážiť
vaagna-,panvovej
vaagnaluu,panvovej kosti
vaakum,vákuum
vaakuma,otriasť
vaakumit tekitama,vytvoriť vákuum
vaakumlamp,vákuová lampa
vaakumpump,vákuové čerpadlo
vaal,veľryba
vaalaluu,veľrybí kosť
vaalaparv,kŕdeľ veľrýb
vaalavõidis,veľrybí olej
vaap,glazúra
vaarao,Pharaoh
vaarikas,malina
vaaruma,škubnutí
vaarumine,škubnutí
vaaruv,kymácející
vaas,váza
vaat,sud
vaata,Pozrite
vaataja,divák
vaatama,vyzerať
vaatama nagu,vyzerať
vaatamata,napriek
vaatamata sellele et,"napriek tomu, že"
vaatamine,zobrazovanie
vaatamisväärsused,atrakcie
vaatamisväärsustega tutvumine,vyhliadkové
vaate-,expe-
vaateakna väljapanek,zobrazenie okna displeja
vaateala,oblasť zobrazenia
vaatekoht,hľadisko
vaatelava,fáze
vaatenurk,zorný uhol
vaatepilt,zrak
vaateväli,zorné pole
vaatleja,pozorovateľ
vaatlema,pozri sa
vaatlus,prehľad
vaatlus-,pozorovanie
vaatlusaparaat,pozorovacie prístroje
vaatluse alla võtma,na pohľad
vaatluslik,Pozorovaná
vaatus,akt
vaba,zadarmo
vaba aeg,voľný čas
vaba koht,voľný priestor
vaba soolomäng,zadarmo sólová hra
vaba tahe,slobodná vôľa
vaba valikuga,slobodná voľba
vaba vorm,voľná forma
vabaabielu,spolužitie
vabaaja-,rekreačné
vabadus,sloboda
vabadusaste,stupeň slobody
vabaduses,v slobode
vabaks laskma,pusti
vabaks laskmine,uvoľňujúce
vabaksandmine,zadarmo grant
vabakuulaja,kontrolór
vabakäiguga sõitma,voľnobežky
vabal tahtel,ich vlastnej slobodnej vôle
vabal valikul,podľa vášho výberu
vabalt,voľne
vabalt liikuv,voľne sa pohybujúci
vabalt suhtlev,voľne komunikovať
vabamaks muutma,uvoľniť sa
vabameelne,liberálne
vabameelselt,liberálno
vabamees,slobodný človek
vabamõtleja,slobodný mysliteľ
vabandama,Prepáčte
vabandamine,ospravedlnenie
vabandatav,ospravedlniteľný
vabandav,ospravedlňujúci
vabandavalt,ospravedlňujúco
vabandus,ospravedlnenie
vabandus-,vabandus-
vabanduseks tooma,ospravedlniť sa
vabandust paluma,ospravedlňovať
vabanema,zbaviť sa
vabanemine,oslobodenie
vabariik,republika
vabariiklik,republikánsky
vabariiklus,republicanism
vabasadam,voľný prístav
vabastaja,osloboditeľ
vabastama,uvoľnenie
vabastamine,uvoľnenie
vabastatud,oslobodené od
vabastav,oslobodzujúce
vabastus,uvoľnenie
vabastus kautsjoni vastu,prepustenie na kauciu
vabatahtlik,dobrovoľný
vabatahtlik üleandmine,dobrovoľné odovzdanie
vabatahtlikult,dobrovoľne
vabatahtlikult pakkuma,dobrovoľne ponúknuť
vabatalupoeg,sedliak zadarmo
vabaõhu-,vonkajšie
vabisedes,trasie
vabisemine,chvenie
vabisev,trasúce
vabrik,továreň
vada,tárať
vadak,srvátka
vadin,brebentit
vadistama,drmolit
vaeg-,vaeg-
vaegsäritama,vaegsäritama
vaegurlus,invalidita
vaen,zvar
vaenama,vaenama
vaene,chudobný
vaenlane,nepriateľa
vaenlase,nepriateľa
vaenlase lennuk,nepriateľské lietadlo
vaenuavaldus,vyhlásenie nepriateľstvo
vaenukinnas,rukavice
vaenulik,nepriateľský
vaenulik sõjategevus,nepriateľské nepriateľstvo
vaenulik vastuseis,nepriateľská opozícia
vaenulikkus,nepriateľstvo
vaenulikult,antagonisticky
vaeselt,biedne
vaesestama,vyčerpané
vaesumine,chudinství
vaesus,chudoba
vaev,znepokojovať
vaevaline,namáhavý
vaevaliselt edasi jõudma,ťažko sa pohnúť vpred
vaevaliselt ronima,tvrdo stúpať
vaevalt,ťažko
vaevama,mať problémy
vaevamine,trápenie
vaevanõudev,prísny
vaevarikas,starostlivý
vaevatasu,uspokojenie
